,ffcollection,Brand,Short_descr,Price,avSizes,img
183,,Versace,Medusa amplified slippers,$125,See all sizes,https://cdn-images.farfetch-contents.com/16/96/19/90/16961990_37621306_480.jpg
184,New Season,KHAITE,Dallas 50mm knee-high Western boots,"$1,380",See all sizes,https://cdn-images.farfetch-contents.com/17/37/65/16/17376516_37705093_480.jpg
185,New Season,Aquazzura,Bow Tie 105mm PVC pumps,$695,See all sizes,https://cdn-images.farfetch-contents.com/17/29/85/79/17298579_36508989_480.jpg
186,,Aquazzura,Ari 105mm leather sandals,$750,See all sizes,https://cdn-images.farfetch-contents.com/15/74/45/66/15744566_30854491_480.jpg
187,,Alexander McQueen,Oversized lace-up sneakers,$580,See all sizes,https://cdn-images.farfetch-contents.com/14/73/92/73/14739273_30785418_480.jpg
188,Positively Conscious,VEJA,V-12 low-top leather sneakers,$170,See all sizes,https://cdn-images.farfetch-contents.com/15/38/47/68/15384768_36033748_480.jpg
189,,Rick Owens,Beatle Bozo Tractor leather boots,"$1,260",See all sizes,https://cdn-images.farfetch-contents.com/16/30/34/84/16303484_34338112_480.jpg
190,,Tod's,Kate gold-chain leather loafers ,$700,See all sizes,https://cdn-images.farfetch-contents.com/16/80/36/19/16803619_35862655_480.jpg
191,,Isabel Marant,Dewina 40mm suede ankle boots,$590,See all sizes,https://cdn-images.farfetch-contents.com/16/69/45/51/16694551_35697602_480.jpg
192,New Season,Paris Texas,105mm knee-high boots,$745,See all sizes,https://cdn-images.farfetch-contents.com/17/10/12/28/17101228_34924221_480.jpg
193,New Season,Marsèll,block-heel ankle boots,"$1,352",See all sizes,https://cdn-images.farfetch-contents.com/17/08/56/13/17085613_38150371_480.jpg
194,,Valentino Garavani,Summer rockstud sandals,$490,See all sizes,https://cdn-images.farfetch-contents.com/15/33/74/85/15337485_28172270_480.jpg
195,New Season,Tod's,Sabot loafer mules,$685,See all sizes,https://cdn-images.farfetch-contents.com/17/37/71/07/17377107_38349649_480.jpg
196,New Season,Golden Goose,Hi-Star low-top flatform sneakers,$575,See all sizes,https://cdn-images.farfetch-contents.com/17/78/31/71/17783171_38422157_480.jpg
197,,Isabel Marant,Lennyo Sue double strap sandals,$580,See all sizes,https://cdn-images.farfetch-contents.com/16/69/45/05/16694505_34257016_480.jpg
198,New Season,Emilio Pucci,Onde-print flat mules,$445,See all sizes,https://cdn-images.farfetch-contents.com/17/35/83/66/17358366_36903012_480.jpg
199,New Season,VEJA,Esplar low-top sneakers,$100,See all sizes,https://cdn-images.farfetch-contents.com/17/53/58/62/17535862_38023768_480.jpg
200,New Season,Valentino Garavani,Roman Stud leather mules,$920,See all sizes,https://cdn-images.farfetch-contents.com/17/78/24/60/17782460_37862127_480.jpg
201,,Jimmy Choo,Kai padded boots,"$1,175",See all sizes,https://cdn-images.farfetch-contents.com/17/49/94/66/17499466_36662821_480.jpg
202,New Season,GIABORGHINI,x RHW Rosie 6 100mm leather sandals,$575,See all sizes,https://cdn-images.farfetch-contents.com/17/01/87/57/17018757_36578048_480.jpg
203,New Season,Jimmy Choo,x Mugler 110mm crystal-ball embellished sandals,"$1,950",See all sizes,https://cdn-images.farfetch-contents.com/17/99/90/95/17999095_38230559_480.jpg
204,New Season,Gianvito Rossi,Bijoux 150mm leather sandals,$925,See all sizes,https://cdn-images.farfetch-contents.com/17/03/91/47/17039147_37326253_480.jpg
205,,Valentino Garavani,Roman Stud leather sandals,"$1,050",See all sizes,https://cdn-images.farfetch-contents.com/16/74/50/61/16745061_34932725_480.jpg
206,,Isabel Marant,Balskee touch-strap wedge sneakers,$595,See all sizes,https://cdn-images.farfetch-contents.com/16/69/45/28/16694528_35650496_480.jpg
207,,Valentino Garavani,Rockstud bow sandals,$420,See all sizes,https://cdn-images.farfetch-contents.com/14/78/18/51/14781851_23552777_480.jpg
208,,VEJA,Venturi runner sneakers,$170,See all sizes,https://cdn-images.farfetch-contents.com/15/38/30/83/15383083_29464426_480.jpg
209,New Season,Paris Texas,Holly crystal-embellished boots,"$1,785",See all sizes,https://cdn-images.farfetch-contents.com/17/10/12/23/17101223_37003320_480.jpg
210,,Jimmy Choo,Kai padded boots,"$1,175",See all sizes,https://cdn-images.farfetch-contents.com/17/49/96/48/17499648_36660614_480.jpg
211,,Manolo Blahnik,Hangisi silk satin pumps,$995,See all sizes,https://cdn-images.farfetch-contents.com/13/15/01/31/13150131_30718306_480.jpg
212,New Season,Maison Margiela,Tabi 80mm ankle boots,$895,See all sizes,https://cdn-images.farfetch-contents.com/16/68/89/16/16688916_37312677_480.jpg
213,New Season,Nicholas Kirkwood,Casati pearl-embellished boots,"$1,350",See all sizes,https://cdn-images.farfetch-contents.com/17/57/75/59/17577559_37997041_480.jpg
214,New Season,KHAITE,Wooster leather ankle boots,$980,See all sizes,https://cdn-images.farfetch-contents.com/17/36/64/79/17366479_37248935_480.jpg
215,,Versace,Medusa-plaque open-toe slippers,$475,See all sizes,https://cdn-images.farfetch-contents.com/17/80/37/95/17803795_37587372_480.jpg
216,,Chloé,Betty rain boots,$525,See all sizes,https://cdn-images.farfetch-contents.com/14/18/52/36/14185236_21236563_480.jpg
217,,Chloé,Woody logo slides,$395,See all sizes,https://cdn-images.farfetch-contents.com/13/99/80/31/13998031_18339611_480.jpg
218,,Golden Goose,Purestar glitter detail sneakers,$545,See all sizes,https://cdn-images.farfetch-contents.com/15/69/62/17/15696217_35976853_480.jpg
219,,Bottega Veneta,panelled flat mules,$750,See all sizes,https://cdn-images.farfetch-contents.com/16/77/95/50/16779550_34237403_480.jpg
220,New Season,GANNI,chunky-heel slingback pumps,$380,See all sizes,https://cdn-images.farfetch-contents.com/17/00/77/15/17007715_37465486_480.jpg
221,,Castañer,Carina 80mm ankle-tie wedge sandals,$125,See all sizes,https://cdn-images.farfetch-contents.com/13/53/97/36/13539736_31206372_480.jpg
222,New Season,Gianvito Rossi,85mm pointed-toe leather pumps,$725,See all sizes,https://cdn-images.farfetch-contents.com/17/03/83/72/17038372_36654879_480.jpg
223,,Dolce & Gabbana,logo-stripe low-top sneakers,$875,See all sizes,https://cdn-images.farfetch-contents.com/16/09/15/34/16091534_31608454_480.jpg
224,,JW Anderson,Chain loafer mules,$640,See all sizes,https://cdn-images.farfetch-contents.com/15/35/82/00/15358200_28724665_480.jpg
225,,Totême,square-toe strap riding boots,"$1,000",See all sizes,https://cdn-images.farfetch-contents.com/16/80/11/50/16801150_35445906_480.jpg
226,,Castañer,Carina 60 ankle-tie wedge sandals,$120,See all sizes,https://cdn-images.farfetch-contents.com/14/19/09/38/14190938_35722556_480.jpg
227,New Season,Golden Goose,Hi Star low-top flatform sneakers,$600,See all sizes,https://cdn-images.farfetch-contents.com/17/57/58/66/17575866_38072407_480.jpg
228,,Givenchy,Marshmallow slingback leather sandals,$850,See all sizes,https://cdn-images.farfetch-contents.com/16/44/04/58/16440458_36402829_480.jpg
229,New Season,Jimmy Choo,x Mugler mesh-stripe mid-calf boots,"$1,425",See all sizes,https://cdn-images.farfetch-contents.com/17/93/97/11/17939711_37850065_480.jpg
230,New Season,Totême,The Western suede ankle boots,$800,See all sizes,https://cdn-images.farfetch-contents.com/17/45/91/95/17459195_37124463_480.jpg
231,New Season,VEJA,Campo low-top sneakers,$155,See all sizes,https://cdn-images.farfetch-contents.com/17/53/58/58/17535858_37998381_480.jpg
232,,Dolce & Gabbana,Daymaster low-top sneakers,$795,See all sizes,https://cdn-images.farfetch-contents.com/16/66/00/58/16660058_34980164_480.jpg
233,New Season,Manolo Blahnik,Picoux 80mm mule sandals,$795,See all sizes,https://cdn-images.farfetch-contents.com/17/06/00/93/17060093_37938047_480.jpg
234,New Season,Golden Goose,Super-Star low-top sneakers,$545,See all sizes,https://cdn-images.farfetch-contents.com/17/78/76/13/17787613_38064428_480.jpg
235,,Versace,Medusa plaque slides,$425,See all sizes,https://cdn-images.farfetch-contents.com/16/21/41/21/16214121_33179558_480.jpg
236,New Season,Moon Boot,Mars shearling ankle boots,$420,See all sizes,https://cdn-images.farfetch-contents.com/17/75/73/90/17757390_37992829_480.jpg
237,New Season,Golden Goose,Mid-Star laminated sneakers,$575,See all sizes,https://cdn-images.farfetch-contents.com/17/57/58/63/17575863_38070385_480.jpg
238,New Season,Paris Texas,crododile-embossed boots,$710,See all sizes,https://cdn-images.farfetch-contents.com/17/10/32/29/17103229_37385210_480.jpg
239,,Bottega Veneta,quilted style slide sandals,$390,See all sizes,https://cdn-images.farfetch-contents.com/16/77/78/64/16777864_34254295_480.jpg
240,New Season,Paris Texas,Anja 100mm leather mules,$465,See all sizes,https://cdn-images.farfetch-contents.com/17/10/12/64/17101264_37889084_480.jpg
241,,Tory Burch,Miller monogram flat sandals,$160,See all sizes,https://cdn-images.farfetch-contents.com/16/17/20/12/16172012_33258484_480.jpg
242,,The North Face,Vectiv Infinite low-top sneakers,$234,See all sizes,https://cdn-images.farfetch-contents.com/16/82/61/57/16826157_36742821_480.jpg
243,New Season,MM6 Maison Margiela,75mm square-toe platform ballerinas,$525,See all sizes,https://cdn-images.farfetch-contents.com/17/35/83/72/17358372_37574480_480.jpg
244,,Valentino Garavani,Roman Stud high-heel sandals,"$1,150",See all sizes,https://cdn-images.farfetch-contents.com/17/30/40/68/17304068_35631303_480.jpg
245,Positively Conscious,GANNI,knee high rubber boots,$285,See all sizes,https://cdn-images.farfetch-contents.com/15/30/49/13/15304913_36182665_480.jpg
246,,Alexander McQueen,Graffiti-logo print Tread Slick sneakers,$750,See all sizes,https://cdn-images.farfetch-contents.com/17/33/13/17/17331317_38489847_480.jpg
247,,Valentino Garavani,VL7N low-top sneakers,$850,See all sizes,https://cdn-images.farfetch-contents.com/16/45/50/72/16455072_32079094_480.jpg
248,,Tory Burch,Eleanor leather loafers,$210,See all sizes,https://cdn-images.farfetch-contents.com/16/89/35/11/16893511_36370264_480.jpg
249,New Season,Alexander McQueen,colour-block low-top sneakers,$580,See all sizes,https://cdn-images.farfetch-contents.com/17/33/13/19/17331319_38059931_480.jpg
250,,Golden Goose,Pure Star sneakers,$525,See all sizes,https://cdn-images.farfetch-contents.com/16/12/85/05/16128505_30438421_480.jpg
251,,UGG,Classic Ultra Mini ankle boots,$185,See all sizes,https://cdn-images.farfetch-contents.com/16/03/71/79/16037179_31710291_480.jpg
252,,Isabel Marant,Dewina suede ankle boots,$605,See all sizes,https://cdn-images.farfetch-contents.com/15/66/40/17/15664017_30892303_480.jpg
253,New Season,KHAITE,Ludlow high-top sneakers,$620,See all sizes,https://cdn-images.farfetch-contents.com/17/36/19/87/17361987_37717682_480.jpg
254,New Season,MM6 Maison Margiela,Anatomic square-toe boots,$525,See all sizes,https://cdn-images.farfetch-contents.com/17/63/04/17/17630417_36804715_480.jpg
255,,Chloé,Lauren low-top sneakers,$495,See all sizes,https://cdn-images.farfetch-contents.com/14/18/54/92/14185492_36942921_480.jpg
256,New Season,Balmain,B-Court low-top sneakers,$595,See all sizes,https://cdn-images.farfetch-contents.com/17/29/31/31/17293131_36987558_480.jpg
257,,Chloé,Lauren low-top sneakers,$495,See all sizes,https://cdn-images.farfetch-contents.com/16/15/16/83/16151683_37820701_480.jpg
258,,Manolo Blahnik,Ballerimu pointed-toe flat mules,$695,See all sizes,https://cdn-images.farfetch-contents.com/16/26/26/69/16262669_34340547_480.jpg
259,,Alexander McQueen,chunky-sole Chelsea boots,$790,See all sizes,https://cdn-images.farfetch-contents.com/15/36/56/40/15365640_36008620_480.jpg
260,,Bottega Veneta,Puddle ankle boots,$650,See all sizes,https://cdn-images.farfetch-contents.com/16/77/88/56/16778856_35674037_480.jpg
261,,Aquazzura,Bow Tie ballerina shoes,$495,See all sizes,https://cdn-images.farfetch-contents.com/14/54/48/21/14544821_22844364_480.jpg
262,,Tod's,chain link loafer,$705,See all sizes,https://cdn-images.farfetch-contents.com/15/59/72/88/15597288_28158466_480.jpg
263,,Golden Goose,Pure Star sneakers,$545,See all sizes,https://cdn-images.farfetch-contents.com/15/35/92/09/15359209_36094820_480.jpg
264,Positively Conscious,VEJA,Condor 2 low-top sneakers,$115,See all sizes,https://cdn-images.farfetch-contents.com/16/68/06/04/16680604_35038376_480.jpg
265,,Aquazzura,Aqua Boudoir feather-detail flat sandals,$650,See all sizes,https://cdn-images.farfetch-contents.com/16/82/83/29/16828329_36678553_480.jpg
266,Positively Conscious,GANNI,knee-high Chelsea boots,$430,See all sizes,https://cdn-images.farfetch-contents.com/17/00/77/29/17007729_37300590_480.jpg
267,,Fendi,Force Chelsea boots,$995,See all sizes,https://cdn-images.farfetch-contents.com/16/82/70/76/16827076_38000131_480.jpg
268,New Season,Golden Goose,Super-Star Sabot slip-on sneakers,$680,See all sizes,https://cdn-images.farfetch-contents.com/17/78/23/44/17782344_38064465_480.jpg
269,New Season,UGG,Scuffette shearling-lined slippers,$118,See all sizes,https://cdn-images.farfetch-contents.com/17/54/39/57/17543957_37961947_480.jpg
270,New Season,Golden Goose,Ball Star lace-up sneakers,$680,See all sizes,https://cdn-images.farfetch-contents.com/17/57/76/88/17577688_37332340_480.jpg
271,,Bottega Veneta,Flash platform clogs,$510,See all sizes,https://cdn-images.farfetch-contents.com/16/77/95/53/16779553_38012328_480.jpg
272,,Axel Arigato,Clean 90 low-top sneakers,$230,See all sizes,https://cdn-images.farfetch-contents.com/14/16/01/25/14160125_36340611_480.jpg
273,,UGG,Classic Short II shearling ankle boots,$170,See all sizes,https://cdn-images.farfetch-contents.com/15/56/77/91/15567791_29056701_480.jpg
274,New Season,GIABORGHINI,x RHW Rosie 7 100mm ankle boots,$565,See all sizes,https://cdn-images.farfetch-contents.com/17/01/87/55/17018755_36059488_480.jpg
275,New Season,Sophia Webster,Chiara 100mm butterfly sandals,$695,See all sizes,https://cdn-images.farfetch-contents.com/17/58/89/16/17588916_37703827_480.jpg
276,New Season,Maison Margiela,Tabi-toe Mary Janes,$890,See all sizes,https://cdn-images.farfetch-contents.com/17/16/00/70/17160070_38046910_480.jpg
277,,Maison Margiela,Replica suede sneakers,$495,See all sizes,https://cdn-images.farfetch-contents.com/17/15/29/98/17152998_34649684_480.jpg
278,New Season,Ancient Greek Sandals,Goudi leather sandals,$195,See all sizes,https://cdn-images.farfetch-contents.com/17/45/46/32/17454632_37142882_480.jpg
279,,Jimmy Choo,Hawaii/F low-top sneakers,$695,See all sizes,https://cdn-images.farfetch-contents.com/16/77/17/23/16771723_34231582_480.jpg
280,,Alexander McQueen,Oversized low-top sneakers,$580,See all sizes,https://cdn-images.farfetch-contents.com/16/82/62/03/16826203_37490362_480.jpg
281,New Season,Paris Texas,crocodile-embossed boots,$790,See all sizes,https://cdn-images.farfetch-contents.com/17/10/12/54/17101254_37367344_480.jpg
282,,Isabel Marant,Bethy touch-strap sneakers,$355,See all sizes,https://cdn-images.farfetch-contents.com/15/65/28/30/15652830_32328260_480.jpg
283,New Season,Golden Goose,Hi Star leather sneakers,$575,See all sizes,https://cdn-images.farfetch-contents.com/17/57/76/91/17577691_38287747_480.jpg
284,New Season,Brunello Cucinelli,Runner low-top sneakers,$995,See all sizes,https://cdn-images.farfetch-contents.com/17/45/72/16/17457216_36195329_480.jpg
285,,Maison Margiela,Tabi-toe lace-up shoes,"$1,050",See all sizes,https://cdn-images.farfetch-contents.com/16/80/11/59/16801159_35263351_480.jpg
286,New Season,Bottega Veneta,Stretch 90mm lace-up pumps,$990,See all sizes,https://cdn-images.farfetch-contents.com/17/36/18/68/17361868_38415606_480.jpg
287,New Season,Valentino Garavani,VLogo 40mm leather pumps,$890,See all sizes,https://cdn-images.farfetch-contents.com/17/78/17/08/17781708_37863697_480.jpg
288,New Season,Common Projects,Achilles low-top sneakers,$490,See all sizes,https://cdn-images.farfetch-contents.com/17/17/51/33/17175133_38096658_480.jpg
289,,Versace,Trigreca chunky sole sneakers,$975,See all sizes,https://cdn-images.farfetch-contents.com/17/37/58/83/17375883_38292622_480.jpg
290,,Versace,Chain Reaction chunky heel sneakers,$995,See all sizes,https://cdn-images.farfetch-contents.com/14/31/39/13/14313913_20607684_480.jpg
291,New Season,Golden Goose,Stardan flatform sneakers,$575,See all sizes,https://cdn-images.farfetch-contents.com/17/57/67/15/17576715_38071719_480.jpg
292,New Season,Manolo Blahnik,Campari 105mm mesh pumps,$895,See all sizes,https://cdn-images.farfetch-contents.com/17/16/00/66/17160066_38199367_480.jpg
293,,Versace,La Medusa slingback pumps,"$1,150",See all sizes,https://cdn-images.farfetch-contents.com/17/37/70/53/17377053_38040824_480.jpg
294,,Alexander McQueen,Tread Slick lace-up boots,$750,See all sizes,https://cdn-images.farfetch-contents.com/17/32/98/30/17329830_38090515_480.jpg
295,New Season,Manolo Blahnik,Campanilla 110mm sandals,"$1,495",See all sizes,https://cdn-images.farfetch-contents.com/17/05/86/62/17058662_36745034_480.jpg
296,New Season,Gianvito Rossi,110mm pointed-toe pumps,$895,See all sizes,https://cdn-images.farfetch-contents.com/17/03/83/73/17038373_37547713_480.jpg
297,,TOM FORD,T F logo sandals,$695,See all sizes,https://cdn-images.farfetch-contents.com/16/16/75/17/16167517_33276842_480.jpg
298,New Season,Versace,Greca low-top sneakers,$650,See all sizes,https://cdn-images.farfetch-contents.com/17/37/66/05/17376605_38017493_480.jpg
299,New Season,Valentino Garavani,Open For a Change rockstud low-top sneakers,$850,See all sizes,https://cdn-images.farfetch-contents.com/17/78/29/15/17782915_38197856_480.jpg
300,New Season,Gianvito Rossi,Bijoux 70mm double-strap sandals,$875,See all sizes,https://cdn-images.farfetch-contents.com/17/03/83/59/17038359_36664376_480.jpg
301,,Alexander McQueen,Hybrid flatform slide sandals,$350,See all sizes,https://cdn-images.farfetch-contents.com/16/16/46/34/16164634_33316045_480.jpg
